"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"107","DRR196713","2020-10-30 17:21:43","2020-10-30 17:22:43",11510193,1450284318,0,126,682,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196713/DRR196713.lite.1","DRX187130","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161452","SAMD00192168","simple",3197,"Marchantia polymorpha","SAMD00192168",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","9B1E0E94E3199E584B47BC077535B09A","FFE82765235627FA2D7A87EF39827A51"
"106","DRR196712","2020-10-30 17:21:43","2020-10-30 17:20:50",11142930,1404009180,0,126,660,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196712/DRR196712.lite.1","DRX187129","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161451","SAMD00192167","simple",3197,"Marchantia polymorpha","SAMD00192167",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","B7713DFC2976B895E76C8016E556AE5E","48739E38C36E637C5478E9F73FF862B3"
"105","DRR196711","2020-10-30 17:21:43","2020-10-30 17:21:08",10983059,1383865434,0,126,659,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196711/DRR196711.lite.1","DRX187128","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161450","SAMD00192166","simple",3197,"Marchantia polymorpha","SAMD00192166",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","BB6C2B9D0E8B21FA3D26118ECFAB30CD","2BCC73989C6072C2B5278C7E7710EB34"
"104","DRR196710","2020-10-30 17:21:43","2020-10-30 17:21:08",10616973,1337738598,0,126,637,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196710/DRR196710.lite.1","DRX187127","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161449","SAMD00192165","simple",3197,"Marchantia polymorpha","SAMD00192165",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","92084B5440A6BCCC63D3B0119B79B853","48553756335D06D5B17791629671AE75"
"103","DRR196709","2020-10-30 17:21:43","2020-10-30 17:21:08",12408268,1563441768,0,126,737,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196709/DRR196709.lite.1","DRX187126","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161448","SAMD00192164","simple",3197,"Marchantia polymorpha","SAMD00192164",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","097672FCB84E17878FA01DD9FB2CD15C","C491EE4202C82B951BA2C44DC8E7D30C"
"102","DRR196708","2020-10-30 17:21:43","2020-10-30 17:20:40",12011953,1513506078,0,126,713,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196708/DRR196708.lite.1","DRX187125","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161447","SAMD00192163","simple",3197,"Marchantia polymorpha","SAMD00192163",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","39D018C49E4141A2378353A542EDA06C","3EB2D408DB88659C8ADFBD9890A6F758"
"101","DRR196707","2020-10-30 17:21:43","2020-10-30 17:21:02",11096656,1398178656,0,126,656,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196707/DRR196707.lite.1","DRX187124","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161446","SAMD00192162","simple",3197,"Marchantia polymorpha","SAMD00192162",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","4F2F062A7D82E67C70FE3FD87AC06C7F","6167C006A57854EBBD23FBE285529DCD"
"100","DRR196706","2020-10-30 17:21:43","2020-10-30 17:22:44",10728233,1351757358,0,126,634,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196706/DRR196706.lite.1","DRX187123","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161445","SAMD00192161","simple",3197,"Marchantia polymorpha","SAMD00192161",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","220F786F163F2B3726B804B0F863830B","4D07518132AEB7782E19D100A4A0B527"
"99","DRR196705","2020-10-30 17:21:43","2020-10-30 17:23:05",11952341,1505994966,0,126,710,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196705/DRR196705.lite.1","DRX187122","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161444","SAMD00192160","simple",3197,"Marchantia polymorpha","SAMD00192160",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","BB7367C681F273D2D88228CF9AEB1F42","1BD0C4F48CD7866FE3FC708A7DF60630"
"98","DRR196704","2020-10-30 17:21:43","2020-10-30 17:22:03",11580652,1459162152,0,126,688,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196704/DRR196704.lite.1","DRX187121","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161443","SAMD00192159","simple",3197,"Marchantia polymorpha","SAMD00192159",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","236354E6E4D0539B5CB0A78B5D867B07","36F10F8D1215FBCB22547D7FF3B6D954"
"97","DRR196703","2020-10-30 17:21:43","2020-10-30 17:22:43",11856776,1493953776,0,126,703,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196703/DRR196703.lite.1","DRX187120","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161442","SAMD00192158","simple",3197,"Marchantia polymorpha","SAMD00192158",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","9DA14312DB46BC1A43A3656624BEA2EB","D27387CD7FE7FFDBBB0401BFF5EE936A"
"96","DRR196702","2020-10-30 17:21:43","2020-10-30 17:21:57",11486826,1447340076,0,126,681,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/DRR000/196/DRR196702/DRR196702.lite.1","DRX187119","","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 1500","DRP006665","PRJDB8932",NA,673597,"DRS161441","SAMD00192157","simple",3197,"Marchantia polymorpha","SAMD00192157",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"NIBB","DRA009193",NA,"public","DA825BDC4C15C39162D0274520054D8C","A4730BB7705426558CD44E52A099AE63"
"671","SRR12767581","2022-11-02 00:19:19","2020-10-03 09:49:24",24107988,1820511698,0,75,753,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR012/12767/SRR12767581/SRR12767581.lite.1","SRX9238277","H24R2","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471524","SAMN16356860","simple",3197,"Marchantia polymorpha","HIGHPI24R2",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","6496956BC467FE84FDEECEAEC7FDAE47","23D8921262FC13F8923F51EF52279B5A"
"670","SRR12767582","2022-11-02 00:19:19","2020-10-03 09:50:22",24739925,1868190924,0,75,758,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12767/SRR12767582/SRR12767582.lite.1","SRX9238276","H24R1","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471523","SAMN16356859","simple",3197,"Marchantia polymorpha","HIGHPI24R1",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","342AE7A87164BB0E14508EE60937F85A","BE18825DD8EBAD518ECECF0A62A5C65C"
"667","SRR12767583","2022-11-02 00:19:19","2020-10-03 09:50:27",24728026,1867363117,0,75,769,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12767/SRR12767583/SRR12767583.lite.1","SRX9238275","H12R2","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471522","SAMN16356858","simple",3197,"Marchantia polymorpha","HIGHPI12R2",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","CD65191FFDDDE49C48520564593A7981","6C97E09789E2999D5A9517F371D1F090"
"666","SRR12767584","2022-11-02 00:19:19","2020-10-03 09:51:30",25317920,1911865187,0,75,773,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR012/12767/SRR12767584/SRR12767584.lite.1","SRX9238274","H12R1","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471521","SAMN16356857","simple",3197,"Marchantia polymorpha","HIGHPI12R1",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","25ADD461504735B43ACAA6F9A435B257","3B4842E0A5FEB8FDBC78332507317C27"
"663","SRR12767585","2022-11-02 00:19:19","2020-10-03 09:47:49",17724617,1338777229,0,75,557,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR012/12767/SRR12767585/SRR12767585.lite.1","SRX9238273","L150R2","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471520","SAMN16356856","simple",3197,"Marchantia polymorpha","LOWPI150R2",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","0441D7B9A38F8B2D6FB39A3E5DF135DC","9B71FB7585612E3F39B04866EB22F67B"
"662","SRR12767586","2022-11-02 00:19:19","2020-10-03 09:48:58",18179128,1373066659,0,75,560,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12767/SRR12767586/SRR12767586.lite.1","SRX9238272","L150R1","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471519","SAMN16356855","simple",3197,"Marchantia polymorpha","LOWPI150R1",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","F759C7112C093B26B13E1A4AD5FE6B27","D4A69DFBC8885B8D68A6621D4BC588FA"
"665","SRR12767587","2022-11-02 00:19:19","2020-10-03 09:53:16",28331584,2139796300,0,75,881,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12767/SRR12767587/SRR12767587.lite.1","SRX9238271","L24R2","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471518","SAMN16356854","simple",3197,"Marchantia polymorpha","LOWPI24R2",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","5FFCC6D326920FFE2ECC803DA288920C","A4F373B10B21E5590803783B2039FA2B"
"664","SRR12767588","2022-11-02 00:19:19","2020-10-03 09:53:28",29025372,2192161378,0,75,885,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12767/SRR12767588/SRR12767588.lite.1","SRX9238270","L24R1","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471517","SAMN16356853","simple",3197,"Marchantia polymorpha","LOWPI24R1",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","2454E595606028EA9F8749B50B774827","24D22DA2BA9960D34FCD07C83A0B2068"
"669","SRR12767589","2022-11-02 00:19:19","2020-10-03 09:50:30",21451146,1619793819,0,75,669,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12767/SRR12767589/SRR12767589.lite.1","SRX9238269","H150R2","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471516","SAMN16356862","simple",3197,"Marchantia polymorpha","HIGHPI150R2",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","E664BC0E4FD68A41D89DE6966711AB48","4FB1FAE9E0F9E76116563EBDFAB3D56D"
"668","SRR12767590","2022-11-02 00:19:19","2020-10-03 09:50:50",22025163,1663108741,0,75,674,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR012/12767/SRR12767590/SRR12767590.lite.1","SRX9238268","H150R1","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471515","SAMN16356861","simple",3197,"Marchantia polymorpha","HIGHPI150R1",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","360E7DF7FF3A588DF26BB6D9C23444F2","D25FDEB951D8EF4A1A70E93370968505"
"661","SRR12767591","2022-11-02 00:19:19","2020-10-03 09:50:58",22222032,1678497996,0,75,693,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR012/12767/SRR12767591/SRR12767591.lite.1","SRX9238267","L12R2","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471514","SAMN16356852","simple",3197,"Marchantia polymorpha","LOWPI12R2",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","9CC4A49D0593BB554F797AD81AB42FAD","7A112CB2EE4EAF17C1E09D0784F7AC29"
"660","SRR12767592","2022-11-02 00:19:19","2020-10-03 09:50:47",22814114,1723185527,0,75,698,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12767/SRR12767592/SRR12767592.lite.1","SRX9238266","L12R1","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","NextSeq 500","SRP286239","PRJNA667150",NA,667150,"SRS7471513","SAMN16356851","simple",3197,"Marchantia polymorpha","LOWPI12R1",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"UNIDAD DE GENOMICA AVANZADA, CENTRO DE INVESTIGACION Y ESTUDIOS AVANZADOS, IPN","SRA1137419",NA,"public","0D58B7D4DA4C6ADFB6CC38C55DCF5627","4C0DA1510962892E90CF74B0B6A455BF"
"659","SRR12351427","2022-01-01 12:25:07","2020-07-30 10:06:34",60960846,6096084600,0,100,3631,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351427/SRR12351427.lite.1","SRX8850927","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112766","SAMN15677297","simple",3197,"Marchantia polymorpha","GSM4704073",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","7B347E2A612517ADBFC9A006C9939CFD","52AE7377B2144DB8882560A58C9FBC84"
"658","SRR12351426","2022-01-01 12:25:07","2020-07-30 10:10:01",61107256,6110725600,0,100,3617,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351426/SRR12351426.lite.1","SRX8850926","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112765","SAMN15677298","simple",3197,"Marchantia polymorpha","GSM4704072",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","4E406303773A312BB4EDEA22AD263099","FD184E64F693573053853BB521AEF4FD"
"657","SRR12351425","2022-01-01 12:25:07","2020-07-30 10:04:33",61091096,6109109600,0,100,3622,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351425/SRR12351425.lite.1","SRX8850925","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112764","SAMN15677299","simple",3197,"Marchantia polymorpha","GSM4704071",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","2436F6D8A977CB2CB06383D31425E14E","F51A283A3AA5555E5319E12F62EC8AD6"
"656","SRR12351424","2022-01-01 12:25:07","2020-07-30 10:06:34",60940570,6094057000,0,100,3630,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351424/SRR12351424.lite.1","SRX8850924","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112763","SAMN15677300","simple",3197,"Marchantia polymorpha","GSM4704070",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","F47881C89A512B58A6F4A84D16BA2EE4","DE88976E2498DA4BAA756725357F5995"
"655","SRR12351423","2022-01-01 12:25:07","2020-07-30 10:16:14",61176408,6117640800,0,100,3634,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351423/SRR12351423.lite.1","SRX8850923","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112762","SAMN15677301","simple",3197,"Marchantia polymorpha","GSM4704069",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","069FC0B82394158540B32B554A8365FA","C655CAE7D66E9D28569DD4B8DF701AB5"
"654","SRR12351422","2022-01-01 12:25:07","2020-07-30 10:10:36",56333394,5633339400,0,100,3345,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351422/SRR12351422.lite.1","SRX8850922","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112761","SAMN15677302","simple",3197,"Marchantia polymorpha","GSM4704068",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","03AFDEC24DF3D4AFB379B28B2C0A7FB7","8E59D600BA1C991B95D753CC108119C6"
"653","SRR12351421","2022-01-01 12:25:07","2020-07-30 10:05:14",61172192,6117219200,0,100,3646,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351421/SRR12351421.lite.1","SRX8850921","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112760","SAMN15677303","simple",3197,"Marchantia polymorpha","GSM4704067",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","BBC4FE98FCA37D36630720371D0B44D7","482A727CF4670B31523A75BA01D204C6"
"652","SRR12351420","2022-01-01 12:25:07","2020-07-30 10:02:10",47688188,4768818800,0,100,2892,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351420/SRR12351420.lite.1","SRX8850920","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112759","SAMN15677304","simple",3197,"Marchantia polymorpha","GSM4704066",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","D2B8FBFF1EFDB8D0BECA355D323787BF","1F6B91E2A71F53D920ED2B7A1BF44BC2"
"651","SRR12351419","2022-01-01 12:25:07","2020-07-30 10:10:51",60971176,6097117600,0,100,3645,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12351/SRR12351419/SRR12351419.lite.1","SRX8850919","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"BGISEQ","BGISEQ-500","SRP274292","PRJNA649703",NA,649703,"SRS7112758","SAMN15677305","simple",3197,"Marchantia polymorpha","GSM4704065",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1105603",NA,"public","B47FFB3D116D6FB1A13F4C05C8BC07CD","9A078622C659B310EFFECECC7048746C"
"650","SRR12076925","2021-05-24 18:19:11","2020-06-23 18:02:37",17219955,1739215455,0,101,755,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12076/SRR12076925/SRR12076925.lite.1","SRX8604207","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP268513","PRJNA641427",3,641427,"SRS6894358","SAMN15352680","simple",3197,"Marchantia polymorpha","GSM4634156",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1090444",NA,"public","D7F196AEC574548D676EBB618FDCA468","12A2125268952AEBF2F60BB652A94BFB"
"649","SRR12076924","2021-05-24 18:19:11","2020-06-23 18:03:52",17490229,1766513129,0,101,740,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12076/SRR12076924/SRR12076924.lite.1","SRX8604206","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP268513","PRJNA641427",3,641427,"SRS6894357","SAMN15352650","simple",3197,"Marchantia polymorpha","GSM4634155",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1090444",NA,"public","2C38218D273144DAA5B81508716921A5","B8B9151F1BF10A5F34ABB930DDAA1AF2"
"648","SRR12076923","2021-05-24 18:19:11","2020-06-23 18:02:59",14448555,1459304055,0,101,632,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12076/SRR12076923/SRR12076923.lite.1","SRX8604205","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP268513","PRJNA641427",3,641427,"SRS6894355","SAMN15352651","simple",3197,"Marchantia polymorpha","GSM4634154",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1090444",NA,"public","A6E077976722EEB78B4D6A6C2DF39033","B8560826B1A4D11C8AF546D259E31EBF"
"647","SRR12076922","2021-05-24 18:19:10","2020-06-23 18:03:39",16609719,1677581619,0,101,731,NA,"https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR012/12076/SRR12076922/SRR12076922.lite.1","SRX8604204","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 4000","SRP268513","PRJNA641427",3,641427,"SRS6894356","SAMN15352652","simple",3197,"Marchantia polymorpha","GSM4634153",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA1090444",NA,"public","24D1D28FAC8BDED37076D0458EB12D1A","F731C1C632DDD3E0E5D3C9B29AD82EAC"
