"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3367772","GSM2843075: Male2.15d.Liver.2807sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665416","","1390.84","1","26928015","2718595357","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367771","GSM2843074: Male2.15d.Kidney.2806sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665418","","1272.82","1","23861859","2408890676","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367770","GSM2843073: Male2.15d.Heart.2805sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665415","","1345.59","1","25711115","2595778715","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367769","GSM2843072: Male2.15d.Gonads.2808sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665419","","1504.06","1","30845038","3114556788","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367768","GSM2843071: Male2.15d.Brain.2804sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665413","","1576.4","1","31534220","3183147186","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367767","GSM2843070: Male1.15d.Liver.2793sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665417","","1303.59","1","24868243","2511056471","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367766","GSM2843069: Male1.15d.Kidney.2792sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665414","","1385.61","1","26588202","2684258954","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367765","GSM2843068: Male1.15d.Heart.2791sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665412","","1228.96","1","22089080","2229960111","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367764","GSM2843067: Male1.15d.Brain.2790sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665411","","1571.35","1","31376132","3167149368","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367763","GSM2843066: Male1.14d.Embryo.2764sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665410","","1836.45","1","36832917","3718467586","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367762","GSM2843065: Male1.13d.Gonads.2810sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665409","","1398.51","1","27073668","2733360250","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367761","GSM2843064: Male1.13d.Brain.2809sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665406","","1386.74","1","26410427","2667453127","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367760","GSM2843063: Male2.10-11d.Embryo.2781sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665407","","1668.61","1","33057004","3337236806","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367759","GSM2843062: Male1.10-11d.Embryo.2778sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665408","","1717.57","1","32860959","3317439072","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367758","GSM2843061: Male1.10d.Embryo.2779sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665401","","1762.17","1","34463588","3479167604","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367757","GSM2843060: Male1.9d.Embryo.2769sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665403","","1924.36","1","37650674","3800910829","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367756","GSM2843059: Male1.8-9d.Embryo.2783sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665405","","1907.17","1","39499372","3987651021","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367755","GSM2843058: Male2.8d.Embryo.2771sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665402","","1530.83","1","27661035","2792493354","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367754","GSM2843057: Male3.8d.Embryo.2782sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665404","","1540.71","1","29742729","3002749313","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367753","GSM2843056: Male1.8d.Embryo.2770sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665400","","1696.13","1","31654217","3195661196","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367752","GSM2843055: Male2.6-7d.Embryo.2785sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665399","","1597.86","1","31147552","3144589824","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367751","GSM2843054: Male1.6-7d.Embryo.2772sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665396","","1584.32","1","29041670","2931936900","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367750","GSM2843053: Male2.5-6d.Embryo.2789sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665398","","1552.89","1","30811278","3110538422","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367749","GSM2843052: Male1.5-6d.Embryo.2773sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665397","","1977.97","1","39395796","3977260553","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367748","GSM2843051: Male2.5d.Embryo.2786sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665395","","1288.26","1","22893705","2311257849","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367747","GSM2843050: Male1.5d.Embryo.2774sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665394","","1790.05","1","34449771","3477983146","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367746","GSM2843049: Male1.4-5d.Embryo.2775sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665393","","1514.78","1","28470258","2874331536","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367745","GSM2843048: Male1.2-3d.Embryo.2763sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665392","","1320.2","1","23442348","2366729045","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367744","GSM2843047: Female1.15d.Liver.2797sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665389","","1497.07","1","30283222","3057814737","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367743","GSM2843046: Female1.15d.Kidney.2796sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665390","","1498.52","1","29662720","2994686294","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367742","GSM2843045: Female1.15d.Heart.2795sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665388","","1356.7","1","25451057","2569347008","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367741","GSM2843044: Female1.15d.Gonads.2798sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665387","","1460.29","1","28746462","2902238247","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367740","GSM2843043: Female1.15d.Brain.2794sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665385","","1461.23","1","28341204","2860807553","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367739","GSM2843042: Female3.13d.Embryo.2776sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665386","","1902.37","1","38306791","3867214732","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367738","GSM2843041: Female2.13d.Embryo.2766sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665383","","1934.12","1","39461416","3983770283","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367737","GSM2843040: Female1.13d.Embryo.2765sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665384","","1280.69","1","22118171","2232902426","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367736","GSM2843039: Female2.11d.Embryo.2768sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665391","","1827.54","1","36658579","3700753548","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367735","GSM2843038: Female1.11d.Embryo.2767sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665382","","1577.82","1","30291583","3058064071","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367734","GSM2843037: Female1.9-10d.Embryo.2777sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665381","","1667.02","1","31807422","3211050051","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367733","GSM2843036: Female1.9d.Embryo.2780sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665380","","1352.61","1","24075858","2430702482","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367732","GSM2843035: Female1.6d.Embryo.2784sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665379","","1426.09","1","26584879","2683943333","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367731","GSM2843034: Female2.5-6d.Embryo.2788sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665378","","1489.52","1","28368469","2863938263","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3367730","GSM2843033: Female1.5-6d.Embryo.2787sTS; Anolis carolinensis; RNA-Seq","Anolis carolinensis","Illumina HiSeq 2500","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2665377","","1439.58","1","27539801","2780218238","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3234606","GSM2800765: Input_DNA; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP119166","PITX1 Promotes Chondrogenesis and Myogenesis in Mouse Hindlimbs Through Conserved Regulatory Targets [ChIP-Seq]","SRS2558710","","2455.48","1","68802300","3440115000","","ChIP-Seq","GENOMIC","ChIP"
"SRX3234605","GSM2800764: PITX1_ChIPseq_Rep2; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP119166","PITX1 Promotes Chondrogenesis and Myogenesis in Mouse Hindlimbs Through Conserved Regulatory Targets [ChIP-Seq]","SRS2558709","","2080.41","1","62749821","3137491050","","ChIP-Seq","GENOMIC","ChIP"
"SRX3234604","GSM2800763: PITX1_ChIPseq_Rep1; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP119166","PITX1 Promotes Chondrogenesis and Myogenesis in Mouse Hindlimbs Through Conserved Regulatory Targets [ChIP-Seq]","SRS2558708","","3233.17","1","90985399","4549269950","","ChIP-Seq","GENOMIC","ChIP"
"SRX2992269","GSM2698419: C74; Anolis carolinensis; OTHER","Anolis carolinensis","Illumina MiSeq","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2344230","","697.74","1","3944647","1183394100","","OTHER","GENOMIC","other"
"SRX2992268","GSM2698418: C42; Anolis carolinensis; OTHER","Anolis carolinensis","Illumina MiSeq","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2344229","","422.93","1","2439373","731811900","","OTHER","GENOMIC","other"
"SRX2992267","GSM2698417: C31; Anolis carolinensis; OTHER","Anolis carolinensis","Illumina MiSeq","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2344228","","353","1","1955604","586681200","","OTHER","GENOMIC","other"
"SRX2992266","GSM2698416: C17; Anolis carolinensis; OTHER","Anolis carolinensis","Illumina MiSeq","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2344225","","444.01","1","2694268","808280400","","OTHER","GENOMIC","other"
"SRX2992265","GSM2698415: C14; Anolis carolinensis; OTHER","Anolis carolinensis","Illumina MiSeq","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2344227","","532.92","1","2945877","883763100","","OTHER","GENOMIC","other"
"SRX2992264","GSM2698414: C05; Anolis carolinensis; OTHER","Anolis carolinensis","Illumina MiSeq","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2344226","","591.75","1","3537648","1061294400","","OTHER","GENOMIC","other"
"SRX2992263","GSM2698413: ANOF2060716; Anolis carolinensis; OTHER","Anolis carolinensis","Illumina HiSeq 2000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2344224","","20058.79","1","304774600","74565968121","","OTHER","GENOMIC","other"
"DRX031571","Illumina MiSeq paired end sequencing of SAMD00030065","Anolis carolinensis","Illumina MiSeq","TOHOKU","DRP003627","Multiplexed ISSR genotyping by sequence (MIG-seq) with non-model organisms","DRS044528","","51.3","1","627430","109172820","","OTHER","GENOMIC","PCR"
"DRX031570","Illumina MiSeq paired end sequencing of SAMD00030064","Anolis carolinensis","Illumina MiSeq","TOHOKU","DRP003627","Multiplexed ISSR genotyping by sequence (MIG-seq) with non-model organisms","DRS044527","","39.85","1","488609","85017966","","OTHER","GENOMIC","PCR"
"DRX031569","Illumina MiSeq paired end sequencing of SAMD00030063","Anolis carolinensis","Illumina MiSeq","TOHOKU","DRP003627","Multiplexed ISSR genotyping by sequence (MIG-seq) with non-model organisms","DRS044526","","25.13","1","307755","53549370","","OTHER","GENOMIC","PCR"
"DRX031568","Illumina MiSeq paired end sequencing of SAMD00030062","Anolis carolinensis","Illumina MiSeq","TOHOKU","DRP003627","Multiplexed ISSR genotyping by sequence (MIG-seq) with non-model organisms","DRS044525","","40.25","1","484971","84384954","","OTHER","GENOMIC","PCR"
"DRX031567","Illumina MiSeq paired end sequencing of SAMD00030061","Anolis carolinensis","Illumina MiSeq","TOHOKU","DRP003627","Multiplexed ISSR genotyping by sequence (MIG-seq) with non-model organisms","DRS044524","","39.41","1","474002","82476348","","OTHER","GENOMIC","PCR"
"DRX031566","Illumina MiSeq paired end sequencing of SAMD00030060","Anolis carolinensis","Illumina MiSeq","TOHOKU","DRP003627","Multiplexed ISSR genotyping by sequence (MIG-seq) with non-model organisms","DRS044523","","48.25","1","577057","100407918","","OTHER","GENOMIC","PCR"
"DRX031565","Illumina MiSeq paired end sequencing of SAMD00030059","Anolis carolinensis","Illumina MiSeq","TOHOKU","DRP003627","Multiplexed ISSR genotyping by sequence (MIG-seq) with non-model organisms","DRS044522","","17","1","198747","34581978","","OTHER","GENOMIC","PCR"
"DRX031564","Illumina MiSeq paired end sequencing of SAMD00030058","Anolis carolinensis","Illumina MiSeq","TOHOKU","DRP003627","Multiplexed ISSR genotyping by sequence (MIG-seq) with non-model organisms","DRS044521","","25.91","1","304296","52947504","","OTHER","GENOMIC","PCR"
"SRX2787768","GSM2601726: M127012016_WB_Input; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169410","","1704.63","1","32725809","4908871350","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787767","GSM2601725: F127012016_WB_Input; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169409","","1664.36","1","31757796","4763669400","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787766","GSM2601724: M127012016_Lv1_Input; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169408","","1550.68","1","29477405","4421610750","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787765","GSM2601723: F127012016_Lv2_Inp; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169407","","1836.69","1","34930556","5239583400","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787764","GSM2601722: M127012016_WB_H4K16ac; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169406","","1998.17","1","38478842","5771826300","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787763","GSM2601721: M11060514_WB_H4K16ac; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169405","","1671.87","1","32082361","4812354150","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787762","GSM2601720: F127012016_WB_H4K16ac; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169404","","1955.83","1","37745754","5661863100","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787761","GSM2601719: F1040_WB_H4K16ac; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169403","","1973.42","1","38065210","5709781500","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787760","GSM2601718: M127012016_Lv1_H4K16ac; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169402","","2196.04","1","42525238","6378785700","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787759","GSM2601717: M11060514_Lv_H4K16ac; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169401","","1126.66","1","20880194","3132029100","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787758","GSM2601716: F127012016_Lv2_H4K16ac; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169400","","966.96","1","18472016","2770802400","","ChIP-Seq","GENOMIC","ChIP"
"SRX2787757","GSM2601715: F1040_Lv_H4K16ac; Anolis carolinensis; ChIP-Seq","Anolis carolinensis","Illumina HiSeq 4000","GEO","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2169399","","1294.49","1","24609547","3691432050","","ChIP-Seq","GENOMIC","ChIP"
"SRX2783976","DNA-seq of Anolis carolinensis: adult male","Anolis carolinensis","Illumina HiSeq 2500","University of Lausanne - CIG - Genopode","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2166114","","18875.45","1","143449381","28976774962","anolis_male_1163g","WGS","GENOMIC","RANDOM"
"SRX2783975","DNA-seq of Anolis carolinensis: adult female","Anolis carolinensis","Illumina HiSeq 2500","University of Lausanne - CIG - Genopode","SRP102989","RNA-seq data from somatic tissues and gonads from Anolis, human, mouse, opossum, platypus, chicken and xenopus Raw sequence reads","SRS2166112","","23312.81","1","175291319","35408846438","anolis_female_1164g","WGS","GENOMIC","RANDOM"
"SRX2711641","GSM2564801: Testis_76; Anolis carolinensis; ncRNA-Seq","Anolis carolinensis","Illumina Genome Analyzer II","GEO","SRP103128","Identification and Characterization of a Class of MALAT1-like Genomic Loci","SRS2103354","","1301.65","1","30304888","2303171488","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
