"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"DRX114299","Illumina HiSeq 1500 paired end sequencing of SAMD00108920","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081763","","280.14","1","4561277","620333672","Pp0h43","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114298","Illumina HiSeq 1500 paired end sequencing of SAMD00108919","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081762","","404.89","1","6997474","951656464","Pp0h42","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114297","Illumina HiSeq 1500 paired end sequencing of SAMD00108918","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081761","","358.7","1","6214319","845147384","Pp0h41","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114296","Illumina HiSeq 1500 paired end sequencing of SAMD00108917","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081760","","405.51","1","6880773","935785128","Pp0h40","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114295","Illumina HiSeq 1500 paired end sequencing of SAMD00108916","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081759","","365.64","1","6131393","833869448","Pp0h38","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114294","Illumina HiSeq 1500 paired end sequencing of SAMD00108915","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081758","","381.93","1","6710133","912578088","Pp0h37","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114293","Illumina HiSeq 1500 paired end sequencing of SAMD00108914","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081757","","311.77","1","5423603","737610008","Pp0h36","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114292","Illumina HiSeq 1500 paired end sequencing of SAMD00108913","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081756","","283.41","1","4575126","622217136","Pp0h35","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114291","Illumina HiSeq 1500 paired end sequencing of SAMD00108912","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081755","","347.76","1","6121818","832567248","Pp0h33","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114290","Illumina HiSeq 1500 paired end sequencing of SAMD00108911","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081754","","350.4","1","6106184","830441024","Pp0h32","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114289","Illumina HiSeq 1500 paired end sequencing of SAMD00108910","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081753","","312.08","1","5473018","744330448","Pp0h31","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114288","Illumina HiSeq 1500 paired end sequencing of SAMD00108909","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081752","","315.05","1","5371267","730492312","Pp0h29","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114287","Illumina HiSeq 1500 paired end sequencing of SAMD00108908","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081751","","318.55","1","5551893","755057448","Pp0h27","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114286","Illumina HiSeq 1500 paired end sequencing of SAMD00108907","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081750","","341.11","1","5838929","794094344","Pp0h26","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114285","Illumina HiSeq 1500 paired end sequencing of SAMD00108906","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081749","","362.79","1","6310212","858188832","Pp0h25","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114284","Illumina HiSeq 1500 paired end sequencing of SAMD00108905","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081748","","454.68","1","7864398","1069558128","Pp0h23","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114283","Illumina HiSeq 1500 paired end sequencing of SAMD00108904","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081747","","429.87","1","7541196","1025602656","Pp0h22","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114282","Illumina HiSeq 1500 paired end sequencing of SAMD00108903","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081746","","392.77","1","6748792","917835712","Pp0h21","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114281","Illumina HiSeq 1500 paired end sequencing of SAMD00108902","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081745","","386.73","1","6749644","917951584","Pp0h20","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114280","Illumina HiSeq 1500 paired end sequencing of SAMD00108901","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081744","","445.19","1","7701433","1047394888","Pp0h19","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114279","Illumina HiSeq 1500 paired end sequencing of SAMD00108900","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081743","","485.08","1","8492484","1154977824","Pp0h18","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114278","Illumina HiSeq 1500 paired end sequencing of SAMD00108899","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081742","","265.36","1","4433883","603008088","Pp0h17","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114277","Illumina HiSeq 1500 paired end sequencing of SAMD00108898","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081741","","350.07","1","6092203","828539608","Pp0h16","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114276","Illumina HiSeq 1500 paired end sequencing of SAMD00108897","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081740","","455.53","1","7950080","1081210880","Pp0h15","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114275","Illumina HiSeq 1500 paired end sequencing of SAMD00108896","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081739","","340.1","1","5919678","805076208","Pp0h11","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114274","Illumina HiSeq 1500 paired end sequencing of SAMD00108895","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081738","","433.86","1","7518672","1022539392","Pp0h08","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114273","Illumina HiSeq 1500 paired end sequencing of SAMD00108894","Physcomitrium patens","Illumina HiSeq 1500","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081737","","357.04","1","6083724","827386464","Pp0h07","OTHER","TRANSCRIPTOMIC","cDNA"
"DRX114272","Illumina MiSeq paired end sequencing of SAMD00108893","Physcomitrium patens","Illumina MiSeq","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081803","","28.95","1","744080","46132960","20 pg of total RNA purified from protonema of P. patens_D","OTHER","TRANSCRIPTOMIC","other"
"DRX114271","Illumina MiSeq paired end sequencing of SAMD00108893","Physcomitrium patens","Illumina MiSeq","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081803","","26.51","1","686473","42561326","20 pg of total RNA purified from protonema of P. patens_C","OTHER","TRANSCRIPTOMIC","other"
"DRX114270","Illumina MiSeq paired end sequencing of SAMD00108893","Physcomitrium patens","Illumina MiSeq","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081803","","39.16","1","1018468","63145016","5 microgram of total RNA purified from protonema of P. patens_B","OTHER","TRANSCRIPTOMIC","other"
"DRX114269","Illumina MiSeq paired end sequencing of SAMD00108893","Physcomitrium patens","Illumina MiSeq","NAIST","DRP004649","Single cell transcriptome analysis of Physcomitrella leaf cells","DRS081803","","31.72","1","811701","50325462","5 microgram of total RNA purified from protonema of P. patens_A","OTHER","TRANSCRIPTOMIC","other"
"SRX5081623","Physcomitrella patens Gransden 2004 Transcriptome Pilot","Physcomitrium patens","Illumina HiSeq 2500","JGI","SRP171364","Physcomitrella patens Gransden 2004 Transcriptome - Physcomitrella patens RNA Pilot","SRS4094219","","15944.33","1","122379867","36958719834","BYGPS","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX4364829","Physcomitrella patens Gene Atlas Plate 14","Physcomitrium patens","Illumina HiSeq 2500","JGI","SRP152641","Gene expression analysis of Physcomitrella patens - Spores - 071-A09","SRS3524360","","1475.89","1","10903332","3292806264","BAOAT","OTHER","TRANSCRIPTOMIC","RT-PCR"
"SRX4198498","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409071","","456.71","1","18081898","650948328","8_TACAAG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198497","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409070","","45.8","1","1904107","68547852","8_TGGTCA","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198496","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409069","","113.94","1","4575644","164723184","4_TGGTCA","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198495","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409068","","218.58","1","8267034","297613224","4_GATCTG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198494","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409067","","89.15","1","3511608","126417888","6_ATTGGC","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198493","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409066","","475.6","1","18296884","658687824","6_ACATCG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198492","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409065","","416.21","1","15842408","570326688","6_GATCTG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198491","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409064","","493.26","1","18777161","675977796","6_CACTGT","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198490","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409063","","149.62","1","5840506","210258216","6_TGGTCA","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198489","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409062","","268.38","1","10350351","372612636","6_TACAAG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198488","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409072","","228.34","1","8508839","306318204","7_CACTGT","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198487","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409061","","218.82","1","8525989","306935604","7_ACATCG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198486","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409060","","277.07","1","10897898","392324328","1_ACATCG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198485","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409059","","183.56","1","7398263","266337468","1_ATTGGC","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198484","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409058","","289.66","1","11264016","405504576","1_CACTGT","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198483","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409057","","285.82","1","11120714","400345704","1_GATCTG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198482","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409056","","202.27","1","8013387","288481932","1_TACAAG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198481","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409055","","196.76","1","7789368","280417248","1_TGGTCA","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198480","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409054","","134.34","1","5002485","180089460","2_ATTGGC","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198479","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409053","","356.4","1","13069318","470495448","2_CACTGT","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198478","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409052","","618.34","1","22662428","815847408","2_GATCTG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198477","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409051","","271.25","1","10045326","361631736","2_TACAAG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198476","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409050","","24.87","1","862670","31056120","3_GATCTG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198475","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409049","","20","1","686364","24709104","3_TACAAG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198474","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409048","","6.34","1","217296","7822656","3_TGGTCA","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198473","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409047","","163.42","1","6262161","225437796","4_ACATCG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198472","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409046","","112.04","1","4212597","151653492","2_TGGTCA","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198471","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409045","","64.77","1","2309191","83130876","3_ACATCG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198470","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409044","","5.5","1","121669","4380084","3_ATTGGC","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198469","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409043","","34.16","1","1169036","42085296","3_CACTGT","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198468","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409042","","45.53","1","1929301","69454836","4_ATTGGC","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198467","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409041","","228.19","1","8708524","313506864","4_CACTGT","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198466","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409040","","2004.62","1","73245404","2636834544","8_CACTGT","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198465","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409039","","109.4","1","4074125","146668500","8_GATCTG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198464","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409038","","138.87","1","5455786","196408296","7_TGGTCA","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198463","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409037","","100.3","1","3738708","134593488","8_ACATCG","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4198462","Single-Cell RNA-Seq  in Physcomitrella patens","Physcomitrium patens","Illumina HiSeq 2000","None","SRP150352","Physcomitrella patens Raw sequence reads","SRS3409036","","1960.66","1","78394448","2822200128","1-4","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4087615","mRNA-seq of phy4 protonema, dark-grown control, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304344","","2950.73","1","42284849","8541539498","phy4_D_bio1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087614","mRNA-seq of prp39-1 protonema, 4-hour red light irradiated, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304341","","3315.11","1","47414128","9577653856","prp39-1_R4_bio2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087613","mRNA-seq of prp39-1 protonema, 4-hour red light irradiated, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304342","","3446.61","1","49351700","9969043400","prp39-1_R4_bio3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087612","mRNA-seq of prp39-1 protonema, dark-grown control, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304343","","2775.05","1","40571012","8195344424","prp39-1_D_bio3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087611","mRNA-seq of prp39-1 protonema, dark-grown control, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304340","","3211.32","1","46241923","9340868446","prp39-1_D_bio2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087610","mRNA-seq of hnrnp-h1 protonema, 1-hour red light irradiated, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304339","","3236.06","1","46416944","9376222688","hnrnp-h1_R1_bio3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087609","mRNA-seq of hnrnp-h1 protonema, 1-hour red light irradiated, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304338","","2870.17","1","40518576","8184752352","hnrnp-h1_R1_bio2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087608","mRNA-seq of hnrnp-h1 protonema,  1-hour red light irradiated, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304337","","2904.23","1","42482733","8581512066","hnrnp-h1_R1_bio1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087607","mRNA-seq of hnrnp-h1 protonema, dark-grown control, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304336","","2519.44","1","36450998","7363101596","hnrnp-h1_D_bio3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087606","mRNA-seq of prp39-1 protonema, dark-grown control, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304335","","2726.07","1","39798057","8039207514","prp39-1_D_bio1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087605","mRNA-seq of hnrnp-h1 protonema, 4-hour red light irradiated, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304334","","3109.44","1","44500973","8989196546","hnrnp-h1_R4_bio3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087604","mRNA-seq of hnrnp-h1 protonema, 4-hour red light irradiated, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304333","","3383.45","1","48411448","9779112496","hnrnp-h1_R4_bio2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087603","mRNA-seq of hnrnp-h1 protonema,  4-hour red light irradiated, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304332","","2905.98","1","41563658","8395858916","hnrnp-h1_R4_bio1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087602","mRNA-seq of prp39-1 protonema, 1-hour red light irradiated, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304331","","3345.67","1","48369916","9770723032","prp39-1_R1_bio2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087601","mRNA-seq of prp39-1 protonema, 1-hour red light irradiated, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304330","","2929.32","1","42420898","8569021396","prp39-1_R1_bio3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087600","mRNA-seq of prp39-1 protonema,  4-hour red light irradiated, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304329","","2748.19","1","38914790","7860787580","prp39-1_R4_bio1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087599","mRNA-seq of wild-type protonema, dark-grown control, biological replicate 3","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304328","","2858.79","1","41687908","8420957416","WT_D_bio3","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087598","mRNA-seq of wild-type protonema, 1-hour red light irradiated, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304327","","3186.98","1","46136527","9319578454","WT_R1_bio1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087597","mRNA-seq of wild-type protonema, dark-grown control, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304326","","3174.18","1","46246304","9341753408","WT_D_bio1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087596","mRNA-seq of wild-type protonema, dark-grown control, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304325","","3001.46","1","43372771","8761299742","WT_D_bio2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087595","mRNA-seq of wild-type protonema,  4-hour red light irradiated, biological replicate 1","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304324","","3089.3","1","44827985","9055252970","WT_R4_bio1","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX4087594","mRNA-seq of wild-type protonema, 4-hour red light irradiated, biological replicate 2","Physcomitrium patens","Illumina HiSeq 4000","Academia Sinica","SRP146733","RNA-seq for red light response in Physcomitrella patens","SRS3304323","","3429.03","1","49399519","9978702838","WT_R4_bio2","RNA-Seq","TRANSCRIPTOMIC","PolyA"
